Subject,Image,NSED,SLJ
Sub126,NH10,High,0
Sub126,NH11,High,0
Sub126,NH12,High,0
Sub126,NH13,High,0
Sub126,NH14,High,0
Sub126,NH15,High,0
Sub126,NH16,High,0
Sub126,NH17,High,0
Sub126,NH18,High,0
Sub126,NH19,High,0
Sub126,NH20,High,0
Sub127,NL01,Low,0
Sub127,NL02,Low,0
Sub127,NL03,Low,0
Sub127,NL04,Low,0
Sub127,NL05,Low,0
Sub127,NL06,Low,0
Sub127,NL07,Low,0
Sub127,NL08,Low,0
Sub127,NL09,Low,0
Sub127,NL10,Low,0
Sub127,NL11,Low,0
Sub127,NL12,Low,0
Sub127,NL13,Low,0
Sub127,NL14,Low,0
Sub127,NL15,Low,0
Sub127,NL16,Low,0
Sub127,NL17,Low,0
Sub127,NL18,Low,0
Sub127,NL19,Low,0
Sub127,NL20,Low,0
Sub127,NH01,High,0
Sub127,NH02,High,0
Sub127,NH03,High,0
Sub127,NH04,High,0
Sub127,NH05,High,0
Sub127,NH06,High,0
Sub127,NH07,High,0
Sub127,NH08,High,0
Sub127,NH09,High,0
Sub127,NH10,High,1
Sub127,NH11,High,0
Sub127,NH12,High,0
Sub127,NH13,High,0
Sub127,NH14,High,0
Sub127,NH15,High,0
Sub127,NH16,High,0
Sub127,NH17,High,0
Sub127,NH18,High,0
Sub127,NH19,High,0
Sub127,NH20,High,0
Sub128,NL01,Low,0
Sub128,NL02,Low,0
Sub128,NL03,Low,0
Sub128,NL04,Low,0
Sub128,NL05,Low,0
Sub128,NL06,Low,0
Sub128,NL07,Low,0
Sub128,NL08,Low,0
Sub128,NL09,Low,0
Sub128,NL10,Low,0
Sub128,NL11,Low,0
Sub128,NL12,Low,0
Sub128,NL13,Low,0
Sub128,NL14,Low,0
Sub128,NL15,Low,0
Sub128,NL16,Low,0
Sub128,NL17,Low,0
Sub128,NL18,Low,0
Sub128,NL19,Low,0
Sub128,NL20,Low,0
Sub128,NH01,High,0
Sub128,NH02,High,0
Sub128,NH03,High,0
Sub128,NH04,High,1
Sub128,NH05,High,0
Sub128,NH06,High,0
Sub128,NH07,High,0
Sub128,NH08,High,0
Sub128,NH09,High,0
Sub128,NH10,High,0
Sub128,NH11,High,1
Sub128,NH12,High,1
Sub128,NH13,High,1
Sub128,NH14,High,0
Sub128,NH15,High,0
Sub128,NH16,High,0
Sub128,NH17,High,0
Sub128,NH18,High,0
Sub128,NH19,High,1
Sub128,NH20,High,1
Sub129,NL01,Low,0
Sub129,NL02,Low,0
Sub129,NL03,Low,0
Sub129,NL04,Low,0
Sub129,NL05,Low,1
Sub129,NL06,Low,0
Sub129,NL07,Low,0
Sub129,NL08,Low,0
Sub129,NL09,Low,0
Sub129,NL10,Low,0
Sub129,NL11,Low,0
Sub129,NL12,Low,0
Sub129,NL13,Low,0
Sub129,NL14,Low,1
Sub129,NL15,Low,0
Sub129,NL16,Low,1
Sub129,NL17,Low,0
Sub129,NL18,Low,0
Sub129,NL19,Low,0
Sub129,NL20,Low,0
Sub129,NH01,High,0
Sub129,NH02,High,0
Sub129,NH03,High,0
Sub129,NH04,High,0
Sub129,NH05,High,0
Sub129,NH06,High,0
Sub129,NH07,High,1
Sub129,NH08,High,0
Sub129,NH09,High,0
Sub129,NH10,High,0
Sub129,NH11,High,0
Sub129,NH12,High,1
Sub129,NH13,High,0
Sub129,NH14,High,0
Sub129,NH15,High,0
Sub129,NH16,High,0
Sub129,NH17,High,0
Sub129,NH18,High,0
Sub129,NH19,High,0
Sub129,NH20,High,0
Sub130,NL01,Low,1
Sub130,NL02,Low,0
Sub130,NL03,Low,0
Sub130,NL04,Low,0
Sub130,NL05,Low,0
Sub130,NL06,Low,0
Sub130,NL07,Low,0
Sub130,NL08,Low,0
Sub130,NL09,Low,1
Sub130,NL10,Low,0
Sub130,NL11,Low,0
Sub130,NL12,Low,0
Sub130,NL13,Low,0
Sub130,NL14,Low,0
Sub130,NL15,Low,0
Sub130,NL16,Low,0
Sub130,NL17,Low,0
Sub130,NL18,Low,0
Sub130,NL19,Low,0
Sub130,NL20,Low,0
Sub130,NH01,High,0
Sub130,NH02,High,0
Sub130,NH03,High,0
Sub130,NH04,High,0
Sub130,NH05,High,0
Sub130,NH06,High,0
Sub130,NH07,High,0
Sub130,NH08,High,0
Sub130,NH09,High,0
Sub130,NH10,High,0
Sub130,NH11,High,0
Sub130,NH12,High,0
Sub130,NH13,High,0
Sub130,NH14,High,0
Sub130,NH15,High,0
Sub130,NH16,High,0
Sub130,NH17,High,0
Sub130,NH18,High,0
Sub130,NH19,High,0
Sub130,NH20,High,1
Sub131,NL01,Low,0
Sub131,NL02,Low,0
Sub131,NL03,Low,0
Sub131,NL04,Low,0
Sub131,NL05,Low,0
Sub131,NL06,Low,0
Sub131,NL07,Low,0
Sub131,NL08,Low,0
Sub131,NL09,Low,0
Sub131,NL10,Low,0
Sub131,NL11,Low,0
Sub131,NL12,Low,0
Sub131,NL13,Low,0
Sub131,NL14,Low,0
Sub131,NL15,Low,0
Sub131,NL16,Low,0
Sub131,NL17,Low,0
Sub131,NL18,Low,0
Sub131,NL19,Low,0
Sub131,NL20,Low,0
Sub131,NH01,High,1
Sub131,NH02,High,0
Sub131,NH03,High,0
Sub131,NH04,High,0
Sub131,NH05,High,0
Sub131,NH06,High,0
Sub131,NH07,High,0
Sub131,NH08,High,0
Sub131,NH09,High,0
Sub131,NH10,High,0
Sub131,NH11,High,0
Sub131,NH12,High,0
Sub131,NH13,High,0
Sub131,NH14,High,0
Sub131,NH15,High,0
Sub131,NH16,High,0
Sub131,NH17,High,0
Sub131,NH18,High,0
Sub131,NH19,High,0
Sub131,NH20,High,0
Sub132,NL01,Low,0
Sub132,NL02,Low,0
Sub132,NL03,Low,0
Sub132,NL04,Low,0
Sub132,NL05,Low,0
Sub132,NL06,Low,0
Sub132,NL07,Low,0
Sub132,NL08,Low,0
Sub132,NL09,Low,0
Sub132,NL10,Low,0
Sub132,NL11,Low,0
Sub132,NL12,Low,0
Sub132,NL13,Low,0
Sub132,NL14,Low,0
Sub132,NL15,Low,0
Sub132,NL16,Low,0
Sub132,NL17,Low,0
Sub132,NL18,Low,0
Sub132,NL19,Low,0
Sub132,NL20,Low,0
Sub132,NH01,High,0
Sub132,NH02,High,0
Sub132,NH03,High,0
Sub132,NH04,High,0
Sub132,NH05,High,0
Sub132,NH06,High,0
Sub132,NH07,High,0
Sub132,NH08,High,0
Sub132,NH09,High,0
Sub132,NH10,High,0
Sub132,NH11,High,0
Sub132,NH12,High,0
Sub132,NH13,High,0
Sub132,NH14,High,0
Sub132,NH15,High,0
Sub132,NH16,High,0
Sub132,NH17,High,0
Sub132,NH18,High,0
Sub132,NH19,High,0
Sub132,NH20,High,0
Sub133,NL01,Low,0
Sub133,NL02,Low,0
Sub133,NL03,Low,0
Sub133,NL04,Low,0
Sub133,NL05,Low,0
Sub133,NL06,Low,0
Sub133,NL07,Low,0
Sub133,NL08,Low,0
Sub133,NL09,Low,0
Sub133,NL10,Low,0
Sub133,NL11,Low,0
Sub133,NL12,Low,0
Sub133,NL13,Low,0
Sub133,NL14,Low,0
Sub133,NL15,Low,0
Sub133,NL16,Low,0
Sub133,NL17,Low,0
Sub133,NL18,Low,0
Sub133,NL19,Low,0
Sub133,NL20,Low,0
Sub133,NH01,High,0
Sub133,NH02,High,0
Sub133,NH03,High,0
Sub133,NH04,High,0
Sub133,NH05,High,0
Sub133,NH06,High,1
Sub133,NH07,High,0
Sub133,NH08,High,0
Sub133,NH09,High,0
Sub133,NH10,High,1
Sub133,NH11,High,0
Sub133,NH12,High,0
Sub133,NH13,High,0
Sub133,NH14,High,0
Sub133,NH15,High,0
Sub133,NH16,High,0
Sub133,NH17,High,0
Sub133,NH18,High,0
Sub133,NH19,High,0
Sub133,NH20,High,0
Sub134,NL01,Low,1
Sub134,NL02,Low,0
Sub134,NL03,Low,0
Sub134,NL04,Low,0
Sub134,NL05,Low,0
Sub134,NL06,Low,0
Sub134,NL07,Low,0
Sub134,NL08,Low,0
Sub134,NL09,Low,0
Sub134,NL10,Low,0
Sub134,NL11,Low,0
Sub134,NL12,Low,0
Sub134,NL13,Low,0
Sub134,NL14,Low,0
Sub134,NL15,Low,0
Sub134,NL16,Low,0
Sub134,NL17,Low,0
Sub134,NL18,Low,0
Sub134,NL19,Low,0
Sub134,NL20,Low,0
Sub134,NH01,High,0
Sub134,NH02,High,0
Sub134,NH03,High,0
Sub134,NH04,High,0
Sub134,NH05,High,0
Sub134,NH06,High,0
Sub134,NH07,High,0
Sub134,NH08,High,0
Sub134,NH09,High,1
Sub134,NH10,High,0
Sub134,NH11,High,0
Sub134,NH12,High,0
Sub134,NH13,High,0
Sub134,NH14,High,0
Sub134,NH15,High,0
Sub134,NH16,High,0
Sub134,NH17,High,0
Sub134,NH18,High,0
Sub134,NH19,High,0
Sub134,NH20,High,0
Sub135,NL01,Low,0
Sub135,NL02,Low,0
Sub135,NL03,Low,0
Sub135,NL04,Low,0
Sub135,NL05,Low,1
Sub135,NL06,Low,0
Sub135,NL07,Low,0
Sub135,NL08,Low,0
Sub135,NL09,Low,0
Sub135,NL10,Low,0
Sub135,NL11,Low,0
Sub135,NL12,Low,0
Sub135,NL13,Low,0
Sub135,NL14,Low,0
Sub135,NL15,Low,0
Sub135,NL16,Low,0
Sub135,NL17,Low,0
Sub135,NL18,Low,0
Sub135,NL19,Low,0
Sub135,NL20,Low,0
Sub135,NH01,High,0
Sub135,NH02,High,0
Sub135,NH03,High,0
Sub135,NH04,High,0
Sub135,NH05,High,0
Sub135,NH06,High,0
Sub135,NH07,High,1
Sub135,NH08,High,0
Sub135,NH09,High,0
Sub135,NH10,High,0
Sub135,NH11,High,0
Sub135,NH12,High,0
Sub135,NH13,High,0
Sub135,NH14,High,0
Sub135,NH15,High,0
Sub135,NH16,High,0
Sub135,NH17,High,0
Sub135,NH18,High,0
Sub135,NH19,High,0
Sub135,NH20,High,0
Sub136,NL01,Low,1
Sub136,NL02,Low,0
Sub136,NL03,Low,0
Sub136,NL04,Low,0
Sub136,NL05,Low,0
Sub136,NL06,Low,0
Sub136,NL07,Low,0
Sub136,NL08,Low,0
Sub136,NL09,Low,0
Sub136,NL10,Low,0
Sub136,NL11,Low,0
Sub136,NL12,Low,1
Sub136,NL13,Low,0
Sub136,NL14,Low,1
Sub136,NL15,Low,0
Sub136,NL16,Low,0
Sub136,NL17,Low,0
Sub136,NL18,Low,0
Sub136,NL19,Low,1
Sub136,NL20,Low,0
Sub136,NH01,High,0
Sub136,NH02,High,0
Sub136,NH03,High,0
Sub136,NH04,High,0
Sub136,NH05,High,0
Sub136,NH06,High,0
Sub136,NH07,High,0
Sub136,NH08,High,0
Sub136,NH09,High,0
Sub136,NH10,High,0
Sub136,NH11,High,0
Sub136,NH12,High,0
Sub136,NH13,High,0
Sub136,NH14,High,0
Sub136,NH15,High,0
Sub136,NH16,High,0
Sub136,NH17,High,0
Sub136,NH18,High,0
Sub136,NH19,High,0
Sub136,NH20,High,0
Sub137,NL01,Low,0
Sub137,NL02,Low,0
Sub137,NL03,Low,0
Sub137,NL04,Low,0
Sub137,NL05,Low,0
Sub137,NL06,Low,0
Sub137,NL07,Low,0
Sub137,NL08,Low,0
Sub137,NL09,Low,0
Sub137,NL10,Low,1
Sub137,NL11,Low,0
Sub137,NL12,Low,0
Sub137,NL13,Low,0
Sub137,NL14,Low,0
Sub137,NL15,Low,0
Sub137,NL16,Low,0
Sub137,NL17,Low,0
Sub137,NL18,Low,0
Sub137,NL19,Low,0
Sub137,NL20,Low,0
Sub137,NH01,High,0
Sub137,NH02,High,0
Sub137,NH03,High,0
Sub137,NH04,High,0
Sub137,NH05,High,0
Sub137,NH06,High,1
Sub137,NH07,High,0
Sub137,NH08,High,0
Sub137,NH09,High,0
Sub137,NH10,High,0
Sub137,NH11,High,0
Sub137,NH12,High,0
Sub137,NH13,High,0
Sub137,NH14,High,0
Sub137,NH15,High,0
Sub137,NH16,High,0
Sub137,NH17,High,0
Sub137,NH18,High,1
Sub137,NH19,High,0
Sub137,NH20,High,0
Sub138,NL01,Low,0
Sub138,NL02,Low,0
Sub138,NL03,Low,0
Sub138,NL04,Low,0
Sub138,NL05,Low,0
Sub138,NL06,Low,0
Sub138,NL07,Low,0
Sub138,NL08,Low,0
Sub138,NL09,Low,1
Sub138,NL10,Low,0
Sub138,NL11,Low,0
Sub138,NL12,Low,1
Sub138,NL13,Low,0
Sub138,NL14,Low,0
Sub138,NL15,Low,0
Sub138,NL16,Low,0
Sub138,NL17,Low,0
Sub138,NL18,Low,0
Sub138,NL19,Low,0
Sub138,NL20,Low,0
Sub138,NH01,High,1
Sub138,NH02,High,0
Sub138,NH03,High,0
Sub138,NH04,High,0
Sub138,NH05,High,0
Sub138,NH06,High,0
Sub138,NH07,High,0
Sub138,NH08,High,0
Sub138,NH09,High,0
Sub138,NH10,High,1
Sub138,NH11,High,0
Sub138,NH12,High,0
Sub138,NH13,High,0
Sub138,NH14,High,0
Sub138,NH15,High,0
Sub138,NH16,High,0
Sub138,NH17,High,0
Sub138,NH18,High,1
Sub138,NH19,High,1
Sub138,NH20,High,0
Sub139,NL01,Low,0
Sub139,NL02,Low,0
Sub139,NL03,Low,0
Sub139,NL04,Low,0
Sub139,NL05,Low,0
Sub139,NL06,Low,0
Sub139,NL07,Low,0
Sub139,NL08,Low,0
Sub139,NL09,Low,0
Sub139,NL10,Low,0
Sub139,NL11,Low,0
Sub139,NL12,Low,0
Sub139,NL13,Low,0
Sub139,NL14,Low,0
Sub139,NL15,Low,0
Sub139,NL16,Low,0
Sub139,NL17,Low,0
Sub139,NL18,Low,0
Sub139,NL19,Low,1
Sub139,NL20,Low,0
Sub139,NH01,High,0
Sub139,NH02,High,0
Sub139,NH03,High,1
Sub139,NH04,High,0
Sub139,NH05,High,0
Sub139,NH06,High,0
Sub139,NH07,High,0
Sub139,NH08,High,0
Sub139,NH09,High,0
Sub139,NH10,High,0
Sub139,NH11,High,0
Sub139,NH12,High,0
Sub139,NH13,High,0
Sub139,NH14,High,0
Sub139,NH15,High,0
Sub139,NH16,High,0
Sub139,NH17,High,0
Sub139,NH18,High,0
Sub139,NH19,High,0
Sub139,NH20,High,0
Sub140,NL01,Low,0
Sub140,NL02,Low,0
Sub140,NL03,Low,0
Sub140,NL04,Low,0
Sub140,NL05,Low,0
Sub140,NL06,Low,0
Sub140,NL07,Low,0
Sub140,NL08,Low,0
Sub140,NL09,Low,1
Sub140,NL10,Low,0
Sub140,NL11,Low,0
Sub140,NL12,Low,0
Sub140,NL13,Low,0
Sub140,NL14,Low,0
Sub140,NL15,Low,0
Sub140,NL16,Low,0
Sub140,NL17,Low,0
Sub140,NL18,Low,0
Sub140,NL19,Low,0
Sub140,NL20,Low,0
Sub140,NH01,High,0
Sub140,NH02,High,0
Sub140,NH03,High,0
Sub140,NH04,High,0
Sub140,NH05,High,0
Sub140,NH06,High,0
Sub140,NH07,High,0
Sub140,NH08,High,0
Sub140,NH09,High,0
Sub140,NH10,High,0
Sub140,NH11,High,0
Sub140,NH12,High,0
Sub140,NH13,High,0
Sub140,NH14,High,0
Sub140,NH15,High,0
Sub140,NH16,High,1
Sub140,NH17,High,0
Sub140,NH18,High,0
Sub140,NH19,High,1
Sub140,NH20,High,1
Sub141,NL01,Low,0
Sub141,NL02,Low,0
Sub141,NL03,Low,0
Sub141,NL04,Low,0
Sub141,NL05,Low,0
Sub141,NL06,Low,1
Sub141,NL07,Low,1
Sub141,NL08,Low,0
Sub141,NL09,Low,0
Sub141,NL10,Low,0
Sub141,NL11,Low,0
Sub141,NL12,Low,0
Sub141,NL13,Low,0
Sub141,NL14,Low,1
Sub141,NL15,Low,0
Sub141,NL16,Low,0
Sub141,NL17,Low,0
Sub141,NL18,Low,0
Sub141,NL19,Low,0
Sub141,NL20,Low,0
Sub141,NH01,High,0
Sub141,NH02,High,0
Sub141,NH03,High,0
Sub141,NH04,High,0
Sub141,NH05,High,1
Sub141,NH06,High,0
Sub141,NH07,High,0
Sub141,NH08,High,0
Sub141,NH09,High,0
Sub141,NH10,High,0
Sub141,NH11,High,0
Sub141,NH12,High,0
Sub141,NH13,High,1
Sub141,NH14,High,0
Sub141,NH15,High,0
Sub141,NH16,High,0
Sub141,NH17,High,0
Sub141,NH18,High,0
Sub141,NH19,High,0
Sub141,NH20,High,0
Sub142,NL01,Low,0
Sub142,NL02,Low,0
Sub142,NL03,Low,0
Sub142,NL04,Low,0
Sub142,NL05,Low,0
Sub142,NL06,Low,0
Sub142,NL07,Low,0
Sub142,NL08,Low,0
Sub142,NL09,Low,0
Sub142,NL10,Low,0
Sub142,NL11,Low,0
Sub142,NL12,Low,0
Sub142,NL13,Low,1
Sub142,NL14,Low,1
Sub142,NL15,Low,0
Sub142,NL16,Low,0
Sub142,NL17,Low,0
Sub142,NL18,Low,0
Sub142,NL19,Low,0
Sub142,NL20,Low,0
Sub142,NH01,High,0
Sub142,NH02,High,0
Sub142,NH03,High,0
Sub142,NH04,High,0
Sub142,NH05,High,0
Sub142,NH06,High,0
Sub142,NH07,High,0
Sub142,NH08,High,0
Sub142,NH09,High,0
Sub142,NH10,High,0
Sub142,NH11,High,0
Sub142,NH12,High,0
Sub142,NH13,High,0
Sub142,NH14,High,0
Sub142,NH15,High,0
Sub142,NH16,High,0
Sub142,NH17,High,0
Sub142,NH18,High,0
Sub142,NH19,High,0
Sub142,NH20,High,0
Sub143,NL01,Low,0
Sub143,NL02,Low,0
Sub143,NL03,Low,0
Sub143,NL04,Low,0
Sub143,NL05,Low,0
Sub143,NL06,Low,0
Sub143,NL07,Low,0
Sub143,NL08,Low,0
Sub143,NL09,Low,0
Sub143,NL10,Low,0
Sub143,NL11,Low,0
Sub143,NL12,Low,0
Sub143,NL13,Low,0
Sub143,NL14,Low,0
Sub143,NL15,Low,0
Sub143,NL16,Low,0
Sub143,NL17,Low,0
Sub143,NL18,Low,0
Sub143,NL19,Low,0
Sub143,NL20,Low,0
Sub143,NH01,High,1
Sub143,NH02,High,0
Sub143,NH03,High,0
Sub143,NH04,High,0
Sub143,NH05,High,0
Sub143,NH06,High,0
Sub143,NH07,High,0
Sub143,NH08,High,0
Sub143,NH09,High,0
Sub143,NH10,High,1
Sub143,NH11,High,0
Sub143,NH12,High,0
Sub143,NH13,High,0
Sub143,NH14,High,0
Sub143,NH15,High,0
Sub143,NH16,High,0
Sub143,NH17,High,1
Sub143,NH18,High,0
Sub143,NH19,High,0
Sub143,NH20,High,0
Sub144,NL01,Low,0
Sub144,NL02,Low,0
Sub144,NL03,Low,0
Sub144,NL04,Low,0
Sub144,NL05,Low,1
Sub144,NL06,Low,0
Sub144,NL07,Low,1
Sub144,NL08,Low,0
Sub144,NL09,Low,0
Sub144,NL10,Low,0
Sub144,NL11,Low,0
Sub144,NL12,Low,0
Sub144,NL13,Low,0
Sub144,NL14,Low,0
Sub144,NL15,Low,0
Sub144,NL16,Low,0
Sub144,NL17,Low,0
Sub144,NL18,Low,0
Sub144,NL19,Low,0
Sub144,NL20,Low,0
Sub144,NH01,High,0
Sub144,NH02,High,0
Sub144,NH03,High,0
Sub144,NH04,High,0
Sub144,NH05,High,1
Sub144,NH06,High,0
Sub144,NH07,High,0
Sub144,NH08,High,1
Sub144,NH09,High,0
Sub144,NH10,High,0
Sub144,NH11,High,1
Sub144,NH12,High,0
Sub144,NH13,High,0
Sub144,NH14,High,0
Sub144,NH15,High,0
Sub144,NH16,High,0
Sub144,NH17,High,0
Sub144,NH18,High,0
Sub144,NH19,High,0
Sub144,NH20,High,0
Sub145,NL01,Low,0
Sub145,NL02,Low,0
Sub145,NL03,Low,0
Sub145,NL04,Low,0
Sub145,NL05,Low,1
Sub145,NL06,Low,1
Sub145,NL07,Low,0
Sub145,NL08,Low,0
Sub145,NL09,Low,0
Sub145,NL10,Low,0
Sub145,NL11,Low,0
Sub145,NL12,Low,0
Sub145,NL13,Low,0
Sub145,NL14,Low,0
Sub145,NL15,Low,0
Sub145,NL16,Low,0
Sub145,NL17,Low,0
Sub145,NL18,Low,0
Sub145,NL19,Low,0
Sub145,NL20,Low,0
Sub145,NH01,High,0
Sub145,NH02,High,0
Sub145,NH03,High,0
Sub145,NH04,High,0
Sub145,NH05,High,0
Sub145,NH06,High,0
Sub145,NH07,High,0
Sub145,NH08,High,0
Sub145,NH09,High,0
Sub145,NH10,High,0
Sub145,NH11,High,0
Sub145,NH12,High,1
Sub145,NH13,High,0
Sub145,NH14,High,0
Sub145,NH15,High,0
Sub145,NH16,High,0
Sub145,NH17,High,0
Sub145,NH18,High,0
Sub145,NH19,High,0
Sub145,NH20,High,0
Sub146,NL01,Low,0
Sub146,NL02,Low,0
Sub146,NL03,Low,0
Sub146,NL04,Low,0
Sub146,NL05,Low,1
Sub146,NL06,Low,0
Sub146,NL07,Low,0
Sub146,NL08,Low,0
Sub146,NL09,Low,0
Sub146,NL10,Low,0
Sub146,NL11,Low,0
Sub146,NL12,Low,0
Sub146,NL13,Low,0
Sub146,NL14,Low,0
Sub146,NL15,Low,0
Sub146,NL16,Low,0
Sub146,NL17,Low,0
Sub146,NL18,Low,0
Sub146,NL19,Low,0
Sub146,NL20,Low,0
Sub146,NH01,High,0
Sub146,NH02,High,0
Sub146,NH03,High,0
Sub146,NH04,High,0
Sub146,NH05,High,0
Sub146,NH06,High,0
Sub146,NH07,High,0
Sub146,NH08,High,1
Sub146,NH09,High,0
Sub146,NH10,High,0
Sub146,NH11,High,0
Sub146,NH12,High,0
Sub146,NH13,High,0
Sub146,NH14,High,0
Sub146,NH15,High,0
Sub146,NH16,High,0
Sub146,NH17,High,0
Sub146,NH18,High,0
Sub146,NH19,High,0
Sub146,NH20,High,0
Sub147,NL01,Low,0
Sub147,NL02,Low,0
Sub147,NL03,Low,0
Sub147,NL04,Low,0
Sub147,NL05,Low,0
Sub147,NL06,Low,0
Sub147,NL07,Low,0
Sub147,NL08,Low,0
Sub147,NL09,Low,0
Sub147,NL10,Low,0
Sub147,NL11,Low,0
Sub147,NL12,Low,0
Sub147,NL13,Low,0
Sub147,NL14,Low,0
Sub147,NL15,Low,0
Sub147,NL16,Low,0
Sub147,NL17,Low,0
Sub147,NL18,Low,0
Sub147,NL19,Low,0
Sub147,NL20,Low,1
Sub147,NH01,High,0
Sub147,NH02,High,0
Sub147,NH03,High,0
Sub147,NH04,High,0
Sub147,NH05,High,0
Sub147,NH06,High,0
Sub147,NH07,High,0
Sub147,NH08,High,0
Sub147,NH09,High,0
Sub147,NH10,High,0
Sub147,NH11,High,0
Sub147,NH12,High,0
Sub147,NH13,High,0
Sub147,NH14,High,0
Sub147,NH15,High,0
Sub147,NH16,High,0
Sub147,NH17,High,0
Sub147,NH18,High,0
Sub147,NH19,High,0
Sub147,NH20,High,0
Sub148,NL01,Low,0
Sub148,NL02,Low,0
Sub148,NL03,Low,0
Sub148,NL04,Low,0
Sub148,NL05,Low,0
Sub148,NL06,Low,0
Sub148,NL07,Low,0
Sub148,NL08,Low,0
Sub148,NL09,Low,0
Sub148,NL10,Low,0
Sub148,NL11,Low,1
Sub148,NL12,Low,0
Sub148,NL13,Low,0
Sub148,NL14,Low,0
Sub148,NL15,Low,0
Sub148,NL16,Low,0
Sub148,NL17,Low,0
Sub148,NL18,Low,1
Sub148,NL19,Low,0
Sub148,NL20,Low,0
Sub148,NH01,High,0
Sub148,NH02,High,0
Sub148,NH03,High,0
Sub148,NH04,High,0
Sub148,NH05,High,1
Sub148,NH06,High,0
Sub148,NH07,High,0
Sub148,NH08,High,0
Sub148,NH09,High,0
Sub148,NH10,High,0
Sub148,NH11,High,0
Sub148,NH12,High,0
Sub148,NH13,High,0
Sub148,NH14,High,0
Sub148,NH15,High,0
Sub148,NH16,High,0
Sub148,NH17,High,0
Sub148,NH18,High,0
Sub148,NH19,High,0
Sub148,NH20,High,0
Sub149,NL01,Low,0
Sub149,NL02,Low,0
Sub149,NL03,Low,0
Sub149,NL04,Low,0
Sub149,NL05,Low,0
Sub149,NL06,Low,0
Sub149,NL07,Low,0
Sub149,NL08,Low,0
Sub149,NL09,Low,1
Sub149,NL10,Low,0
Sub149,NL11,Low,0
Sub149,NL12,Low,0
Sub149,NL13,Low,0
Sub149,NL14,Low,0
Sub149,NL15,Low,0
Sub149,NL16,Low,0
Sub149,NL17,Low,1
Sub149,NL18,Low,0
Sub149,NL19,Low,0
Sub149,NL20,Low,0
Sub149,NH01,High,0
Sub149,NH02,High,0
Sub149,NH03,High,1
Sub149,NH04,High,0
Sub149,NH05,High,1
Sub149,NH06,High,1
Sub149,NH07,High,0
Sub149,NH08,High,0
Sub149,NH09,High,0
Sub149,NH10,High,0
Sub149,NH11,High,1
Sub149,NH12,High,0
Sub149,NH13,High,0
Sub149,NH14,High,0
Sub149,NH15,High,0
Sub149,NH16,High,0
Sub149,NH17,High,0
Sub149,NH18,High,0
Sub149,NH19,High,0
Sub149,NH20,High,1
Sub150,NL01,Low,0
Sub150,NL02,Low,0
Sub150,NL03,Low,0
Sub150,NL04,Low,0
Sub150,NL05,Low,0
Sub150,NL06,Low,0
Sub150,NL07,Low,1
Sub150,NL08,Low,0
Sub150,NL09,Low,0
Sub150,NL10,Low,0
Sub150,NL11,Low,0
Sub150,NL12,Low,0
Sub150,NL13,Low,0
Sub150,NL14,Low,0
Sub150,NL15,Low,0
Sub150,NL16,Low,0
Sub150,NL17,Low,1
Sub150,NL18,Low,0
Sub150,NL19,Low,0
Sub150,NL20,Low,0
Sub150,NH01,High,0
Sub150,NH02,High,1
Sub150,NH03,High,0
Sub150,NH04,High,0
Sub150,NH05,High,0
Sub150,NH06,High,0
Sub150,NH07,High,0
Sub150,NH08,High,1
Sub150,NH09,High,0
Sub150,NH10,High,0
Sub150,NH11,High,0
Sub150,NH12,High,0
Sub150,NH13,High,0
Sub150,NH14,High,0
Sub150,NH15,High,0
Sub150,NH16,High,0
Sub150,NH17,High,0
Sub150,NH18,High,0
Sub150,NH19,High,0
Sub150,NH20,High,0
Sub151,NL01,Low,0
Sub151,NL02,Low,0
Sub151,NL03,Low,1
Sub151,NL04,Low,0
Sub151,NL05,Low,0
Sub151,NL06,Low,0
Sub151,NL07,Low,0
Sub151,NL08,Low,0
Sub151,NL09,Low,0
Sub151,NL10,Low,0
Sub151,NL11,Low,0
Sub151,NL12,Low,1
Sub151,NL13,Low,0
Sub151,NL14,Low,1
Sub151,NL15,Low,0
Sub151,NL16,Low,0
Sub151,NL17,Low,0
Sub151,NL18,Low,0
Sub151,NL19,Low,0
Sub151,NL20,Low,0
Sub151,NH01,High,0
Sub151,NH02,High,0
Sub151,NH03,High,0
Sub151,NH04,High,0
Sub151,NH05,High,0
Sub151,NH06,High,0
Sub151,NH07,High,0
Sub151,NH08,High,0
Sub151,NH09,High,0
Sub151,NH10,High,0
Sub151,NH11,High,1
Sub151,NH12,High,1
Sub151,NH13,High,0
Sub151,NH14,High,0
Sub151,NH15,High,0
Sub151,NH16,High,0
Sub151,NH17,High,1
Sub151,NH18,High,0
Sub151,NH19,High,0
Sub151,NH20,High,1
Sub152,NL01,Low,0
Sub152,NL02,Low,0
Sub152,NL03,Low,1
Sub152,NL04,Low,0
Sub152,NL05,Low,0
Sub152,NL06,Low,0
Sub152,NL07,Low,0
Sub152,NL08,Low,0
Sub152,NL09,Low,0
Sub152,NL10,Low,0
Sub152,NL11,Low,0
Sub152,NL12,Low,0
Sub152,NL13,Low,0
Sub152,NL14,Low,1
Sub152,NL15,Low,0
Sub152,NL16,Low,0
Sub152,NL17,Low,0
Sub152,NL18,Low,0
Sub152,NL19,Low,0
Sub152,NL20,Low,0
Sub152,NH01,High,0
Sub152,NH02,High,0
Sub152,NH03,High,0
Sub152,NH04,High,0
